iter	RMSE
281	0.08086246578
282	0.08066269678
283	0.08062837193
284	0.08052280939
285	0.08033951798
286	0.08019771694
287	0.08003871649
288	0.07998465176
289	0.07987380642
290	0.07974067205
291	0.07962149917
292	0.07948154169
293	0.07937741699
294	0.07918513302
295	0.07903661501
296	0.07886857553
297	0.07884690354
298	0.07872216946
299	0.07864498302
300	0.07861433834
301	0.07857826737
302	0.07840907788
303	0.07825011948
304	0.07821962837
305	0.07805400153
306	0.07795254374
307	0.0778320044
308	0.077802819
309	0.0776266644
310	0.07760339359
311	0.07744714324
312	0.07729450887
313	0.07712068986
314	0.07699895664
315	0.07691669473
316	0.07679926484
317	0.07665311729
318	0.07654074828
319	0.0765124297
320	0.07638448542
321	0.07623330431
322	0.07620899352
323	0.07606477578
324	0.07589576978
325	0.07574136603
326	0.07572043563
327	0.07560165596
328	0.07550960323
329	0.07538160614
330	0.07523907462
331	0.0751168381
332	0.07499057797
333	0.07481584865
334	0.07465094911
335	0.07445420196
336	0.07432039431
337	0.07421091157
338	0.0741058835
339	0.07398868873
340	0.07387513367
341	0.07365925815
342	0.07354036643
343	0.0734647495
344	0.07337169371
345	0.07332597907
346	0.07317031553
347	0.07304951477
348	0.07298425135
349	0.07289868745
350	0.07276117578
351	0.07261447128
352	0.07255092649
353	0.07240149887
354	0.07216252034
355	0.07200741058
356	0.07188050896
357	0.07184684728
358	0.07172360316
359	0.07165385132
360	0.07153442302
361	0.07145194828
362	0.07139701227
363	0.07125052421
364	0.07118668971
365	0.07110165197
366	0.071082643
367	0.0709130541
368	0.07074826136
369	0.0706035311
370	0.07042605077
371	0.07028759697
372	0.07019573678
373	0.07014464374
374	0.07002606152
375	0.06990793601
376	0.06983702367
377	0.06972781125
378	0.06961938192
379	0.06950158646
380	0.06929881207
381	0.06917347135
382	0.06910851883
383	0.06902030179
384	0.0689256766
385	0.06879350988
386	0.06870062815
387	0.06855511139
388	0.06842744814
389	0.06831976634
390	0.06822300741
391	0.06813348326
392	0.06798956809
393	0.06786732444
394	0.06772001735
395	0.06770050518
396	0.06758469438
397	0.06751438362
398	0.0674239276
399	0.06728368151
400	0.06726464779
401	0.06713284678
402	0.06705534149
403	0.06704298016
404	0.06693621519
405	0.06680386712
406	0.06666567476
407	0.06659621168
408	0.06652908997
409	0.06640558247
410	0.06634586019
411	0.06626499524
412	0.06617496169
413	0.06609857506
414	0.06601461386
415	0.06589124857
416	0.06586568484
417	0.06574549408
418	0.06568597731
419	0.0655556715
420	0.06550687983
421	0.06544705585
422	0.06538419403
423	0.06528437587
424	0.06516111982
425	0.06502792691
426	0.06496319558
427	0.06487237492
428	0.06478151521
429	0.06466613933
430	0.06456846644
431	0.06448263473
432	0.06438628569
433	0.06436995626
434	0.06436025311
435	0.06424506839
436	0.06413369765
437	0.0640246618
438	0.06395151892
439	0.06389913383
440	0.06378872977
441	0.06370703749
442	0.06359034658
443	0.0634878765
444	0.06341243566
445	0.06332577377
446	0.06325434182
447	0.06320924649
448	0.06311447327
449	0.06308549672
450	0.06295949256
451	0.06291012845
452	0.06286905834
453	0.06277144064
454	0.0626789375
455	0.06252426157
456	0.06234783871
457	0.06232693521
458	0.06224568852
459	0.06218603444
460	0.06210831598
461	0.06198830119
462	0.06185382091
463	0.06173507368
464	0.06162501706
465	0.06154721382
466	0.06145250809
467	0.06143213359
468	0.06137141655
469	0.06133056139
470	0.06119603839
471	0.06111461627
472	0.06105005041
473	0.06096700671
474	0.06091692791
475	0.06082925824
476	0.06075468345
477	0.06062211311
478	0.06051347964
479	0.06042817586
480	0.06037594469
481	0.06029278263
482	0.06019689071
483	0.06014980297
484	0.06008495504
485	0.06002823148
486	0.06001465847
487	0.05991274694
488	0.05984734711
489	0.05978869927
490	0.05972475091
491	0.05965875304
492	0.05956012005
493	0.05949882903
494	0.05937346069
495	0.05926957964
496	0.05923067631
497	0.05913833334
498	0.05909249844
499	0.05902815276
500	0.05897937857
501	0.05889756726
502	0.05877559239
503	0.0586850841
504	0.05858218422
505	0.05848543201
506	0.05839490468
507	0.05837785596
508	0.05829766171
509	0.05819990259
510	0.05812912492
511	0.05811820994
512	0.05802066684
513	0.05796300315
514	0.05786306329
515	0.05778121913
516	0.05769839491
517	0.05767946771
518	0.05762368302
519	0.05761295739
520	0.05757940872
521	0.05747452683
522	0.05740102188
523	0.05730880015
524	0.05721498275
525	0.05713354613
526	0.05712392476
527	0.05707238374
528	0.05701234414
529	0.05690074468
530	0.05686553063
531	0.05680468589
532	0.05677041666
533	0.05668929902
534	0.0565700545
535	0.05647628318
536	0.05642711673
537	0.05637949253
538	0.05633602366
539	0.05627218472
540	0.05616498446
541	0.0561542592
542	0.05609408933
543	0.05603041829
544	0.05595194432
545	0.05588841207
546	0.05581806587
547	0.05571967958
548	0.05565305315
549	0.05554712969
550	0.05544164879
551	0.05532401805
552	0.05528962698
553	0.05516401221
554	0.05509297157
555	0.05501549946
556	0.0548881031
557	0.05483653881
558	0.05482551637
559	0.0547889659
560	0.05470184935
561	0.054657389
562	0.05457959959
563	0.05447626749
564	0.05439069747
565	0.05433631285
566	0.05428192022
567	0.05415447028
568	0.05405560666
569	0.05401428573
570	0.05395688458
571	0.05391980051
572	0.05384539007
573	0.05375522312
574	0.05372318449
575	0.05363837913
576	0.05355990475
577	0.05349091632
578	0.05337712334
579	0.05332106606
580	0.05321892992
581	0.05312271154
582	0.05302338568
583	0.05296741692
584	0.05293573916
585	0.05285483575
586	0.05278546525
587	0.05272628058
588	0.05265510041
589	0.05257726721
590	0.05251793151
591	0.05243685694
592	0.0523622923
593	0.05228214058
594	0.05217708239
595	0.05212716505
596	0.05203527109
597	0.05194870152
598	0.0518375887
599	0.05176684317
600	0.05167218094
601	0.05160240973
602	0.05154161999
603	0.05143230986
604	0.05135645585
605	0.05126551733
606	0.05114798035
607	0.05106781779
608	0.05101057043
609	0.05093497778
610	0.0508548495
611	0.05080245869
612	0.05076293345
613	0.05068967789
614	0.05058035385
615	0.05050796702
616	0.05048072904
617	0.05040667243
618	0.05033083638
619	0.05032165135
620	0.05028513501
621	0.05019376142
622	0.05018505058
623	0.05013343394
624	0.05012384828
625	0.05001559094
626	0.05000775901
627	0.04993319843
628	0.04990211215
629	0.04985030134
630	0.04978989353
631	0.04973743649
632	0.04964833276
633	0.04957244513
634	0.04952864688
635	0.04946570872
636	0.04941609432
637	0.04932934641
638	0.04925743394
639	0.0491622575
640	0.04907565836
641	0.04901258075
642	0.04897480719
643	0.04888160289
644	0.04887379594
645	0.04880817042
646	0.04875602448
647	0.04869062625
648	0.04864841907
649	0.04861614502
650	0.04857799642
651	0.04854034027
652	0.04851356578
653	0.0485025259
654	0.04849539265
655	0.04845154802
656	0.04841133726
657	0.04830246164
658	0.04824101434
659	0.0481535446
660	0.04812198706
661	0.04803105148
662	0.04802494237
663	0.0480174158
664	0.04794798862
665	0.04784415397
666	0.04774609464
667	0.04770867125
668	0.04768089998
669	0.04762645953
670	0.0475625736
671	0.04752345158
672	0.04745621403
673	0.04738176548
674	0.04728046306
675	0.04725157046
676	0.04718931073
677	0.04711158935
678	0.04706629251
679	0.04698499434
680	0.04687622716
681	0.04682060778
682	0.04675285728
683	0.04670570068
684	0.04663685664
685	0.04657109942
686	0.04647022208
687	0.04646343682
688	0.04636867329
689	0.04630273595
690	0.04622390297
691	0.04618105752
692	0.04612999873
693	0.04612321083
694	0.04602606693
695	0.04592235954
696	0.04589070402
697	0.04583862338
698	0.04576855712
699	0.04573808819
700	0.04571147729
701	0.04565880818
702	0.04554958468
703	0.04549697893
704	0.04549099225
705	0.04546473119
706	0.04544184629
707	0.04539718489
708	0.04533015417
709	0.04532446944
710	0.04524610014
711	0.04521037775
712	0.04515132922
713	0.04508939265
714	0.04498148576
715	0.04493616982
716	0.04493062738
717	0.04487579388
718	0.04481563019
719	0.04474985943
720	0.04474514783
721	0.04464448766
722	0.04459326225
723	0.04458781126
724	0.04448734343
725	0.04441432624
726	0.04435367818
727	0.04428685716
728	0.04428180448
729	0.04421040119
730	0.04416562531
731	0.04411359964
732	0.04404694252
733	0.0440152268
734	0.04394072642
735	0.04384347315
736	0.04377695352
737	0.04377040381
738	0.04369875944
739	0.0436866033
740	0.04364106704
741	0.04360786402
742	0.04353282511
743	0.04345645444
744	0.04340495911
745	0.0433482225
746	0.04327333366
747	0.04320846539
748	0.04316469339
749	0.04311038651
750	0.04305161671
751	0.04300443508
752	0.04295414373
753	0.04288188662
754	0.04283864645
755	0.04282494357
756	0.04280166271
757	0.04270928958
758	0.04265057385
759	0.04257701853
760	0.04257155837
761	0.04254898161
762	0.04247723287
763	0.04239852656
764	0.04232191417
765	0.04225529301
766	0.04219521419
767	0.04215854915
768	0.04211027699
769	0.0420438276
770	0.04197524486
771	0.04197101393
772	0.04196761524
773	0.04189841108
774	0.04182365148
775	0.04175130346
776	0.04169476774
777	0.04169094873
778	0.04167309679
779	0.0415962317
780	0.04155655805
781	0.04148236822
782	0.04140825257
783	0.04135354901
784	0.04130501908
785	0.04127574747
786	0.04127144553
787	0.04120517783
788	0.0411157913
789	0.04109496953
790	0.04106480584
791	0.0410243769
792	0.04097614294
793	0.04090182089
794	0.04083381391
795	0.04083065604
796	0.04078523469
797	0.0407373112
798	0.04070789867
799	0.04064853064
800	0.04058012534
801	0.04055652186
802	0.04055102719
803	0.04051497577
804	0.04045612647
805	0.04040434621
806	0.04040018323
807	0.04033330749
808	0.04030590695
809	0.04025132996
810	0.04018653584
811	0.04011404586
812	0.04005281357
813	0.0400057435
814	0.03995598114
815	0.03990456466
816	0.0398568821
817	0.03982152175
818	0.03981484058
819	0.03975521521
820	0.03968893045
821	0.03963477589
822	0.03959317657
823	0.03951730541
824	0.03946718433
825	0.03942637136
826	0.0393784253
827	0.03934347599
828	0.03933838119
829	0.03926931922
830	0.03926567
831	0.0392141563
832	0.03916506087
833	0.03910286643
834	0.03906887734
835	0.03898785778
836	0.03894863069
837	0.03889726927
838	0.03888599045
839	0.03883637657
840	0.03871592057
841	0.03864956043
842	0.03861599652
843	0.03856288517
844	0.03847932964
845	0.03841100642
846	0.03838211632
847	0.03833148165
848	0.03832216096
849	0.03826325191
850	0.03817846354
851	0.03817410783
852	0.038133981
853	0.03808888127
854	0.03804253165
855	0.03795679685
856	0.03791253657
857	0.03787346656
858	0.03783859027
859	0.03778337982
860	0.03773244608
861	0.03768244884
862	0.03762287495
863	0.0375617071
864	0.03749858248
865	0.03741977684
866	0.03735278618
867	0.0373106261
868	0.03727390182
869	0.03723634025
870	0.03718144838
871	0.03712481073
872	0.03709554481
873	0.03706264606
874	0.03702270423
875	0.03699185773
876	0.03694977329
877	0.03691531645
878	0.03686670768
879	0.0368362538
880	0.03678244329
881	0.03675691684
882	0.03668888784
883	0.03666286276
884	0.03658697801
885	0.03653785865
886	0.03649534868
887	0.03643857971
888	0.03639342152
889	0.03634803752
890	0.03632668967
891	0.03626432349
892	0.03621170835
893	0.03620789398
894	0.03617311928
895	0.03614085853
896	0.0360657014
897	0.03602196083
898	0.0359713491
899	0.03593309926
900	0.03588915726
901	0.0358674956
902	0.03584175461
903	0.03579318194
904	0.03575762993
905	0.03571907871
906	0.03566897508
907	0.03566600994
908	0.03562851644
909	0.0355783284
910	0.03551483992
911	0.03546923667
912	0.03541876495
913	0.03536168441
914	0.03535928066
915	0.03531345666
916	0.03526243633
917	0.0352310776
918	0.03518943553
919	0.03513670267
920	0.03509289001
921	0.03503154535
922	0.03501330215
923	0.03501029875
924	0.03500767793
925	0.03498278582
926	0.03493477285
927	0.03489410609
928	0.0348459493
929	0.03484357107
930	0.034798006
931	0.03476091445
932	0.03470621619
933	0.03465535779
934	0.03460306741
935	0.03455957438
936	0.03454015849
937	0.03449623431
938	0.03449379226
939	0.03446834939
940	0.03441280136
941	0.03436512838
942	0.03433416562
943	0.03426546927
944	0.0342346809
945	0.03420960603
946	0.03416564684
947	0.03412702407
948	0.03408221218
949	0.03407882069
950	0.03404004568
951	0.03398998158
952	0.03394349879
953	0.03390881592
954	0.03390592205
955	0.0338711455
956	0.03382534109
957	0.03382310708
958	0.03375581848
959	0.0337292589
960	0.033691119
961	0.03362589691
962	0.03357423742
963	0.03353719872
964	0.03349779358
965	0.03345345276
966	0.03342837431
967	0.03339653841
968	0.03334147555
969	0.03330571259
970	0.03329982649
971	0.03327287862
972	0.03324952456
973	0.03320551032
974	0.03315189918
975	0.03312157739
976	0.03307609459
977	0.033066135
978	0.03303267689
979	0.03300764548
980	0.03296407252
981	0.03292392312
982	0.03287868557
983	0.03279956994
984	0.03278722631
985	0.03276550396
986	0.03270032266
987	0.03267813904
988	0.03264064873
989	0.03259771773
990	0.03254374
991	0.0324806861
992	0.03244428879
993	0.03244232029
994	0.03241626007
995	0.03237127747
996	0.03236238108
997	0.03234024275
998	0.0323167545
999	0.03228307544
